,user_ID,followers_count,user_location,user_description,date,text,hashtags,category,class
31,1.11346e+18,1379,"Texas, USA","#Gamer 🎮 #Streamer. #TwitchAffiliate 📺All Things @Bethesda: (@ElderScrolls, @Fallout) and RPG",10/27/2021 4:52,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
32,1.42727e+18,2,"London, England",,10/27/2021 4:35,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'WednesdayMorning', 'bipolardisorder', 'anxietyrelief']",Comorbidity/Impact,1
33,1976141797.0,910,United States,"R&D/Retried Comfy place @privategates 
You spend more time on social media than you realize due to harmonical happiness caused by chemicals of conscious mind✝♐",10/27/2021 4:25,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
34,1.3302e+18,11,T. Island,"Parent, writer, student, gamer. Known as Tim in the Deep Silver Twitch Community.",10/27/2021 3:08,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],Comorbidity/Impact,1
35,1.45269e+18,2,,The truth about our minds.,10/27/2021 2:40,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['selflove', 'anxietyrelief', 'ocd']",Comorbidity/Impact,1
36,1.39624e+18,1327,United States,Exposing the Debilitating Truths behind Real Life #OCD | Living with an Invisible Illness | OCD ≠ Tidy | Sharing my #OCD and #ERP Experience,10/27/2021 2:38,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
37,258827740.0,17,"Tallahassee, Florida","26. FSU Graduate, B.A. in Literature.",10/27/2021 2:14,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
38,35139736.0,361,"vienna, va",Knife Making & teaching on Youtube is my passion(I was born into music). I learned from Youtube & now I make videos(Dave Evader Knives). Take it easy!!!,10/27/2021 2:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['thewait', 'shoes', 'camerasetup', 'ocd', 'intothefire', 'heattreat', 'heattreating', 'knives', '52100steel', 'w2', 'hamon']",Comorbidity/Impact,1
39,1.34985e+18,5,,,10/27/2021 1:28,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['vegan', 'plantbased', 'foodie', 'ocd', 'threespeak', 'curie', 'lotus']",Comorbidity/Impact,1
40,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/27/2021 1:15,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],Comorbidity/Impact,1
41,137310862.0,384,Ohio / Walt Disney World ,you are the key to unlocking your own magic,10/27/2021 0:58,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
42,1.45124e+18,0,,,10/27/2021 0:44,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
43,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/27/2021 0:20,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],Comorbidity/Impact,1
44,268568156.0,4886,"Calgary, AB",Advocate🌱Author🌱Editor🌱Educator🌱Pundit🌱Patient🌱 Grower🌱Geek🌱WordSlinger🌱Lover🌱Fighter🌱Friend🌱Mama🌱 #Cannabis #NP4P #HarmReduction She/Her/Mamakind,10/27/2021 0:08,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],Comorbidity/Impact,1
45,1.28497e+18,10,,Devil’s advocate of society.,10/27/2021 0:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],Comorbidity/Impact,1
46,1.20233e+18,298,"Irvine, CA Chatham, NJ ","We teach the mind to think, the hands to work, and the heart to love!

Child and Adolescent Mental Health - Southern CA and NJ Children's Counseling Center",10/26/2021 23:50,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['childtherapy', 'childcounseling', 'teentherapy', 'teencounseling', 'childpsychology']",Comorbidity/Impact,1
47,1.21235e+18,13,"Vindeln, Sverige",I Am.,10/26/2021 23:48,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'HOCD']",Comorbidity/Impact,1
48,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/26/2021 23:45,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
49,2795133001.0,20088,SYDNEY,"aixtc | born to the street | lost to the system | re-found by hope 
                                                     vote blue",10/26/2021 23:33,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['PTSD', 'OCD', 'WW2', 'WritingCommunity']",Comorbidity/Impact,1
50,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/26/2021 23:25,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD'],Comorbidity/Impact,1
51,113507875.0,3418,"Shouts from the Abyss, #PDX OR",Guru of Negativity. Demotivational evangelist. Hatched—Bitched—Dispatched. Gum on bottom of universe's shoe. #Mars volunteer. Feminist. Raw elk fan. #Resist,10/26/2021 22:53,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['technology', 'OCD']",Comorbidity/Impact,1
52,3131112573.0,79,"Florida, USA",Harmony United Psychiatric Care-Serving Florida with #MentalHealth Clinics & Online #Psychiatry.,10/26/2021 22:30,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['mentalhealth'],Comorbidity/Impact,1
53,1.21538e+18,69,"Oak Brook, IL ","The Mind Solution | A non-invasive solution for depression,OCD, and other diagnoses without the use of medication or invasive procedures.",10/26/2021 22:20,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
54,1.40746e+18,57,"North Carolina, USA","Antiques, aged cheese, Bloody Mary mix. Art, books, music, films, puppies. Monsters, ghosts, aliens. He/Him/His/Himself. GAD and OCD. Anti-fascist. BLM.",10/26/2021 22:18,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'GAD']",Comorbidity/Impact,1
55,1.29139e+18,21,Australia ,Decentralised news reporter bringing you the latest in the developing crypto sector and global headlines and topics that matter most.,10/26/2021 22:13,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
56,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/26/2021 22:05,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
57,300428091.0,262,Clydebank.,"Scotland, one photograph at a time.",10/26/2021 21:45,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
58,1.0164e+18,4127,Check out my Website 🌻😊👇🏻,The 💯% honest views of a Guy from the UK 🇬🇧 who ❤️'s @NUFC ⚽️ #نيوكاسل & suffers daily with #Anxiety #Depression #EUPD #OCD & #CPTSD 🥺 I love ❤️ my family x,10/26/2021 21:27,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",,Comorbidity/Impact,1
59,89962967.0,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",10/26/2021 21:25,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'OCDrecovery', 'OCDawareness', 'IntrusiveThoughts']",Comorbidity/Impact,1
60,1.27476e+18,3869,,Ashley Perkins PharmD she/her Co-founder @WeMatterTooInc TEDx speaker https://t.co/ruMZeyKhnr award winning MH advocate - tweets aren’t med advice,10/26/2021 21:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['anxiety', 'ADHD', 'PTSD', 'agoraphobia', 'OCD']",Comorbidity/Impact,1
61,405259565.0,9707,Greater Vancouver,"JMF Research BC-Specializing in Alcohol ,Community Public Health and Safety advocate Retired Fire Chief,Musician(Keyboard Player)etc.",10/26/2021 20:42,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['alcoholawareness', 'COVID19', 'MentalHealth', 'OCD', 'BiPolar', 'Psychotic', 'PersonalityDisorders', 'ADHD', 'Autism', 'FASD']",Comorbidity/Impact,1
