,user_ID,followers_count,user_location,user_description,date,text,hashtags
14,1164457602203443201,42,,"выживут только фрилансеры © 
криптоентузіаст, криптоблогер",2021-10-27 09:43:05,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['hive', 'Ukraine', 'Odesa', 'travel', 'architecture', 'pinmapple', 'OCD']"
15,915134975246090240,242,"Canterbury Region, New Zealand","Sex work is a legitimate profession & needs equality for a safer, ethical industry. People fuck, some of us get paid for it. vaginas are fantastic",2021-10-27 09:28:13,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['PMDD', 'ADHD', 'OCD']"
16,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 09:10:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'OCDrecovery', 'OCDawareness', 'IntrusiveThoughts']"
17,1436258074852044830,73,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-27 09:09:51,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['PrivatePractice']
18,1436258074852044830,73,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-27 09:01:42,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
19,1066866981654208514,290,"Luton, England",Helping young minds reach their potential! Retweets not endorsements. #LeadTheChange,2021-10-27 08:57:26,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['WellbeingWednesday', 'OCD', 'OCDAwarenessWeek']"
20,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 08:55:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD']
21,3400263531,540,"Dronfield, England",Private Psychological Therapies for mental health problems in Dronfield,2021-10-27 08:40:51,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['anxiety', 'Chesterfield', 'depression', 'Dronfield', 'Derbyshire', 'sheffield', 'OCD']"
22,905776457502294017,1783,"Wallingford, England",Podcaster|Speaker|Trainer. Supporting teachers to use evidenced based psychology in all aspects of classroom practice. Trying to practice what I preach.,2021-10-27 07:30:17,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'Psychologyintheclassroom']"
23,1360096341536329729,6,"Bathinda, Punjab","A Practice of Ethical Psychiatry, A psychiatric Facility, And a Teaching Clinic For Every Individual. Who Wish To Seek Any Psychological Help...",2021-10-27 07:28:32,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
24,2894321270,310,,"Following my Drive & Passion wrote TRUE Self-Help Book to Help People #1, & Now a Parents Self-Help Guide for Youngins... Amounts to Self-Help for Families MH!",2021-10-27 07:00:04,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['Parents', 'Anxiety', 'Depression', 'PTSD', 'OCD', 'AddictionRecovery', 'BPD', 'Bipolar', 'ADHD', 'ADD', 'Selfhelp']"
25,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 06:50:00,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
26,186018397,11748,"Scotland, United Kingdom",,2021-10-27 06:45:07,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD']
27,1363612613201002498,421,hogwarts,"Sex Worker
Smutlancer 
NSFW Sex Blogger
#Bipolar1 #borderline #OCD #recoveringaddict 
#bisexual #Author #AMA #poet #WritingCommunity",2021-10-27 06:12:22,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['depression']
28,1385983441716535297,150,UK,"“People can lose their lives in libraries. They ought to be warned.”  Saul Bellow

You can find me over on A Thousand Suns where I talk about #books #poetry",2021-10-27 05:53:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['TuesdayBookBlog']
29,831517369268895744,178,,,2021-10-27 05:45:57,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['photography', 'culture', 'bilbaobilbao2021', 'Bilbao', 'WednesdayWalk', 'OCD', 'hive']"
30,945927333189316608,116,India,"My travels, my passions, my varied interests, my memories and those of others, all find their way into the #Stories.  #Podcast #SliceOfLifeStories #Lifestories",2021-10-27 05:27:35,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['TheShadowOfTheGirl', 'Podcast', 'Work', 'HomeHelp', 'OCD', 'EveryStepMatters', 'Loyalty']"
31,1113456354222661633,1379,"Texas, USA","#Gamer 🎮 #Streamer. #TwitchAffiliate 📺All Things @Bethesda: (@ElderScrolls, @Fallout) and RPG",2021-10-27 04:52:50,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
32,1427274772518408201,2,"London, England",,2021-10-27 04:35:57,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'WednesdayMorning', 'bipolardisorder', 'anxietyrelief']"
33,1976141797,910,United States,"R&D/Retried Comfy place @privategates 
You spend more time on social media than you realize due to harmonical happiness caused by chemicals of conscious mind✝♐",2021-10-27 04:25:06,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
34,1330201483804028929,11,T. Island,"Parent, writer, student, gamer. Known as Tim in the Deep Silver Twitch Community.",2021-10-27 03:08:26,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD']
35,1452689713572294659,2,,The truth about our minds.,2021-10-27 02:40:34,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['selflove', 'anxietyrelief', 'ocd']"
36,1396244940062138371,1327,United States,Exposing the Debilitating Truths behind Real Life #OCD | Living with an Invisible Illness | OCD ≠ Tidy | Sharing my #OCD and #ERP Experience,2021-10-27 02:38:38,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
37,258827740,17,"Tallahassee, Florida","26. FSU Graduate, B.A. in Literature.",2021-10-27 02:14:02,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
38,35139736,361,"vienna, va",Knife Making & teaching on Youtube is my passion(I was born into music). I learned from Youtube & now I make videos(Dave Evader Knives). Take it easy!!!,2021-10-27 02:01:56,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['thewait', 'shoes', 'camerasetup', 'ocd', 'intothefire', 'heattreat', 'heattreating', 'knives', '52100steel', 'w2', 'hamon']"
39,1349846064640249856,5,,,2021-10-27 01:28:07,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['vegan', 'plantbased', 'foodie', 'ocd', 'threespeak', 'curie', 'lotus']"
40,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 01:15:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD']
41,137310862,384,Ohio / Walt Disney World ,you are the key to unlocking your own magic,2021-10-27 00:58:17,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
42,1451243876187099142,0,,,2021-10-27 00:44:21,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
43,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-27 00:20:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD']
44,268568156,4886,"Calgary, AB",Advocate🌱Author🌱Editor🌱Educator🌱Pundit🌱Patient🌱 Grower🌱Geek🌱WordSlinger🌱Lover🌱Fighter🌱Friend🌱Mama🌱 #Cannabis #NP4P #HarmReduction She/Her/Mamakind,2021-10-27 00:08:39,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD']
45,1284971789609693184,10,,Devil’s advocate of society.,2021-10-27 00:01:14,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD']
46,1202329250289700864,298,"Irvine, CA Chatham, NJ ","We teach the mind to think, the hands to work, and the heart to love!

Child and Adolescent Mental Health - Southern CA and NJ Children's Counseling Center",2021-10-26 23:50:34,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['childtherapy', 'childcounseling', 'teentherapy', 'teencounseling', 'childpsychology']"
47,1212353165401542656,13,"Vindeln, Sverige",I Am.,2021-10-26 23:48:00,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'HOCD']"
48,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 23:45:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
49,2795133001,20088,SYDNEY,"aixtc | born to the street | lost to the system | re-found by hope 
                                                     vote blue",2021-10-26 23:33:51,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['PTSD', 'OCD', 'WW2', 'WritingCommunity']"
50,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 23:25:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['OCD']
51,113507875,3418,"Shouts from the Abyss, #PDX OR",Guru of Negativity. Demotivational evangelist. Hatched—Bitched—Dispatched. Gum on bottom of universe's shoe. #Mars volunteer. Feminist. Raw elk fan. #Resist,2021-10-26 22:53:45,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['technology', 'OCD']"
52,3131112573,79,"Florida, USA",Harmony United Psychiatric Care-Serving Florida with #MentalHealth Clinics & Online #Psychiatry.,2021-10-26 22:30:05,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",['mentalhealth']
53,1215381857426182156,69,"Oak Brook, IL ","The Mind Solution | A non-invasive solution for depression,OCD, and other diagnoses without the use of medication or invasive procedures.",2021-10-26 22:20:14,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
54,1407463865928105988,57,"North Carolina, USA","Antiques, aged cheese, Bloody Mary mix. Art, books, music, films, puppies. Monsters, ghosts, aliens. He/Him/His/Himself. GAD and OCD. Anti-fascist. BLM.",2021-10-26 22:18:10,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'GAD']"
55,1291387911238086664,21,Australia ,Decentralised news reporter bringing you the latest in the developing crypto sector and global headlines and topics that matter most.,2021-10-26 22:13:34,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
56,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 22:05:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
57,300428091,262,Clydebank.,"Scotland, one photograph at a time.",2021-10-26 21:45:36,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
58,1016397855865688065,4127,Check out my Website 🌻😊👇🏻,The 💯% honest views of a Guy from the UK 🇬🇧 who ❤️'s @NUFC ⚽️ #نيوكاسل & suffers daily with #Anxiety #Depression #EUPD #OCD & #CPTSD 🥺 I love ❤️ my family x,2021-10-26 21:27:11,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
59,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 21:25:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'OCDrecovery', 'OCDawareness', 'IntrusiveThoughts']"
60,1274755416963067908,3869,,Ashley Perkins PharmD she/her Co-founder @WeMatterTooInc TEDx speaker https://t.co/ruMZeyKhnr award winning MH advocate - tweets aren’t med advice,2021-10-26 21:01:34,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['anxiety', 'ADHD', 'PTSD', 'agoraphobia', 'OCD']"
61,405259565,9707,Greater Vancouver,"JMF Research BC-Specializing in Alcohol ,Community Public Health and Safety advocate Retired Fire Chief,Musician(Keyboard Player)etc.",2021-10-26 20:42:39,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['alcoholawareness', 'COVID19', 'MentalHealth', 'OCD', 'BiPolar', 'Psychotic', 'PersonalityDisorders', 'ADHD', 'Autism', 'FASD']"
62,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 20:40:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['Mindfulness', 'OCD']"
63,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-26 20:35:00,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4",
64,28483598,878,| AKL | HYD | LOCAL GROUP | ,"Space Geek, IT Networking/Wireless Nerd, I like to Run, #CCNA #CWNE - CWNE441 #NSE4 #AzureFundamentals #ECSE - Chapter Lead @TheWarehouseGrp 💉💉",2021-10-26 20:33:01,"New research out finds that #acupuncture reduces #depression &amp; enhances SSRI performance https://t.co/TIBa8O94vm 
We've always known how beneficial it is, so its good to have the evidence to back it up. Acupuncture can really help!

#mentalhealth https://t.co/OtkjCKTKX4","['OCD', 'wednesdaythought']"
